Protein,Sample1,Sample1,Sample1,Sample1,Sample1,Sample2,Sample2,Sample2,Sample2,Sample2,Sample3,Sample3,Sample3,Sample3,Sample3,Sample4,Sample4,Sample4,Sample4,Sample4,Sample5,Sample5,Sample5,Sample5,Sample5,Sample6,Sample6,Sample6,Sample6,Sample6,Sample7,Sample7,Sample7,Sample7,Sample7,Sample8,Sample8,Sample8,Sample8,Sample8,Sample9,Sample9,Sample9,Sample9,Sample9,Sample10,Sample10,Sample10,Sample10,Sample10
Q99933,,,,,11374600,,,,,,,,,,15236100,,30735700,26294500,,,,,,,,,,,,,,,,,,,34928900,,0,,23416800,32418200,,,,,,14979900,,
Q99941,,,,,,,,,,,,,,,,,3408470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2492030,,,
Q99959,,3387470,,,,,,4449240,,4009340,4090370,,,,3158770,,2937220,,,,3157620,,,2851580,3007940,3766940,,3257680,3202430,,3172190,3059580,2722070,,2508870,3604960,3366390,,,3253420,5028850,5936610,5954660,,,4624810,4963780,4392620,,
Q99961,,,,,,,,,,,,,,,,,,,,,,,,,2941720,,,,,,,,,,,,,,,2894120,,,,,,,,,,
Q99962,,,3317260,,,,,,3927500,,,,,,,3894250,4183640,3540150,,4066040,,,,3752080,,,,,,,,,,4956700,,,,,,6337080,,,,,,,,,,
Q99969,194932,199253,,122243,,,,188599,,,,,,,,,,,,,,,,,,,,,,,151832,,,,,,182764,,,,,,,,,,,,,
Q99972,,3281434,,3012240,,2536270,,,3873600,0,,2812920,3267740,2563761,763114,4551270,,4204180,,,,3840527,,,3186640.3,0,,,3277874,3300695.6,,,,,1508118,,,,,,4342169,3729649,1876025.4,,,828248,,,640828,
Q99973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407894,,,,,447012,,,,,,,,,,,,
Q99983,,,,,,,1015290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035630,,,,,,,
Q99985,,,,,,,,,,,,,,,,,,,,,,,,270822,,,,,,,,,,410901,,,,,,,,,,,,,,,,
Q99986,,,,,,,,,,,291569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401052,,
Q99996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260030,,,,1333600,,,,,,,
Q9BPW8,,,,,,,,,,,,,,,,,,,,,494085,,,,,,,,,,,,,,,,,,,,,,,,,,,,574407,576612
Q9BPW9,,,,,,,,,,169726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37634.5,,,,,,,,
Q9BPX5,,,,,,,,,,,,,,117821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71515.7,,,,,,
Q9BPX6,,,,,,,,,1375157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056366,,,,,,
Q9BPZ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287612,,,,,,,,,,,,,,,256789,,,,,,
Q9BQ04,1583020,,,,,,,,,,,,,,,,665758,973817,673306,805128,,,,1835970,,,,,,,,,238605,,,,,,,,,,,,,,,,,
Q9BQ39,,,,,,,,246649,,,,,,,,,,,,,,,,,273495,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQ51,,,,,,526438,739272,,,,,,,,,,,,810862,,1103950,,,,,,,,781033,,,,,,,,,,,,,936842,,928848,,,,,,
Q9BQ52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373486,,,,,417127,
Q9BQ67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135678,125635,
Q9BQ69,,,,,,,,,,,,,,,,,,,,,,,,,960884,,,,,,,,,,,,,,,1599940,,,,,,,,,,
Q9BQ70,,,3058200,,,3036390,,,,,,,,,,,,,,4375980,,,,4808310,,,,4144370,4759090,3546130,,,,3928440,,,3835490,,,,,,4504340,,,,,,,
Q9BQ95,,,,,,,,,,,,2180390,,,,,,2493980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQA1,,,,,,,,,,3563540,,,,,,3221400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQB6,,,,,,,,,,,,,,,,,574314,,,,,492962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQC3,,,606012,703584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800317,,,,,,741928,,,,,,
Q9BQE3,,40280.4,,,,,,,,,,,,,,,,50093.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQE5,,,,,,,,172103,,176684,,,,,119055,,,130981,,,152287,,,,118538,,,,,139028,,,,,,,,,,,,,,,,,,,,
Q9BQF6,,,,,,,,,,,50077000,,,,,,,,,,,,,,,,,,,,,,,,,618282,,,,,,,,,,,,,,
Q9BQG0,,,,,,1778700,,,,,,,,,1664990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQG2,,,,,,,,,,,,,624565,,,,,,,,,,,,,,,,,,418025,,,,,,,,,,,,,,,,,,,
Q9BQI7,,,,,,,,,,64031.5,,,,,,,,,,,,,,,,,,224639,,,,,,,,,,,,,,735936,,,,,,,,
Q9BQL6,,,,,,,,,,,,,,,,,,,,,1918860,,,,,,,,,,2085780,,,,,,,,,2177810,,,,,,,,,,
Q9BQP7,,,,288306,260483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQS7,2645840,,,,,,,,,,1993130,,,,,,,,,,,,,,,,,1911220,,,,,,,,,,,,,,,,,,2811580,,,,
Q9BQS8,,,,,,,,,,,,,,,438457,,,,,,,,,,,,,,265669,,,,,,,,,,,,,,,,,,,,,
Q9BR01,,,,,,,,,,2485940,,,,,,,,,,,,,,,,,,,,,,,,,1679880,,,,,,,,,,,,,,,
Q9BR39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772040,,,,,,817320,,1020280,,,,,
Q9BR76,,,,,,149219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160516,,,,,,,
Q9BRA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,207793,,,,,,,,,,108700,,,,,,,,,,,,
Q9BRC7,,,,,,,229025,,,,176718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BRF8,,,,,,,,,,,,,,,,,,,,,,359100,,,,,,,,,,,513137,,,,,,,,,,,416696,,,,,,
Q9BRG1,,,,,,,,,,,,,,,,,4375700,,,,,,,,,,,,,,,,,,,,,,,,,,,,4788300,,,,,
Q9BRJ2,,,,,1982780,,,,,,,,,,,,,,,2568560,,,,,,,,,,2586410,,,,,,,2576271,,,,,,,,,,,,,
Q9BRJ7,,,,,,,,,,362167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414960,,,,,
Q9BRK3,,,,,,,,,,,,,996514,,,,,,,,,,,,,,,,,,,,,,,,,,,,2807770,,,2494250,,,,,,
Q9BRK5,,,1635620,,,,,,,,,,,,,,,,,,,,,,,,,,,1069870,,,,,,,,,,,,,,,,,,,,
Q9BRL6,,,,,,,,,,,,,,,,,,138180,68272.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BRQ3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545834,,1501580,
Q9BRQ8,,,,,,,,,,,,,,,,,,,756359,,836710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BRR6,,,,,,,,,,,,,1045744.8,,,,,,,,,,,,,,,,,,,,,,,862573,893584,,,,,,,,,,,,,
Q9BRR8,,,,,,,,1283690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616490,,,,,,,,,
Q9BRR9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695380,2356670,,,,,,,,,2079210,1969120,588923,,1839210
Q9BRT2,,,,,,,,,,,,,,,,,121381,,,,,,,,,,,,,,,,,,,,,117953,,,,,,,,,,,,
Q9BRT3,,1441290,,,,,1699310,1632390,,314062,,,,,2237140,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1266570,228019,,,,
Q9BRT6,,,,,,170760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398909,,,,,,,,,,,,,
Q9BRU9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564888,,,,596792,,,,,,,,,,,,,,,,
Q9BRX2,,,,,,,,,,,,,,,,,,,,172599.4,,,,,,,,,,,,,,,,,,,366423,,,,,,,,,,,
Q9BRZ2,,,,,,,,,,,364249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118882,,,,,,
Q9BS26,,,,,,,,,,,,,,,,142593,,,,,,,,,,,,,,,,,142744,,,,,,,,,,,,,,,,,
Q9BS40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128522,,,,149546,,,,338243
Q9BS92,,,,,,,,,,,,,,,,,,,,,,,1201330,,,,1165000,,,,,,,,,,,,,1087130,,,,,,,,,,
Q9BSC4,,,,,,1027070,,,,,,,,,,,,,,,,,,,,,,1828900,,,,,,,,,,,,,,,,,,,,,,
Q9BSE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602189,,,,573887,,,,,,,
Q9BSF0,,,,,,,,,,,,223271,,,,,,,,,,,,,,,233184,,,,,,,,,,,,,,553839,,,,,,,,,
Q9BSH4,851253,678086,,,,,,,,761409,,,791536,,,,766287,,,,,,,752965,,942404,,866373,,,,,859070,,678481,,,,,437391,,,,569736,,,638528,,,
Q9BSH5,,557192,531566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BSJ2,,,,,,,,,,,,,,,,,,,,,,1331050,,,,,,1138250,,,,,,,,,,,973425,,,,,,,,,,,
Q9BSJ8,,,,,,,,,,,,,,,,,,,94507.8,,,,,,,,,,,,,90154,,,,,,,,,,,,,,,,,,
Q9BSL1,,,,,,,,128545,,,,,,,120971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BSQ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215125,,,,,215756
Q9BST9,,,,,,,,,,,,,,,,,,,,,,,858802,1014710,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BSW7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285957,309587,,,,,,,
Q9BSY9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3846880,,,,,,,,,,,,2188640,,,,,
Q9BT09,1666530,,,,,,,,,,,,,,,,,,,,,,,2247560,,1863910,,,1186360,,,,,,,,,,,,1302720,,,,,,,,,
Q9BT17,,,,,,,,,,,430210,,,,,,,,,,,,,,486313,,,,,,,,,,518671,,,,,,,,,,,,,,,
Q9BT22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90743.7,100335,,,,,,,,,,,,,,,,,
Q9BT40,,,,,,,,,,,,290187,,,,,,,,,,,,,,,,,,,,280638,,,,,,,,,,,,,,,,,,
Q9BT73,,,,,,,,,,,,,,345349,,144904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BT78,,,,,,,,,,,,,,,,,,,,,,,,,,13117400,,,,,,,,,,,,12801600,,,,,,,,,,,,
Q9BT88,,,,,,,,,,,,,,,,,,,,,511682,151868,,,318840,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BTC0,,,,,,,,,,,,,,,,,,,,,1248920,,1381150,,,,,,,,,,,,,,,,,,,,,,,,1331240,,,
Q9BTC8,,,,173350,,,128286,,140419,,,,,122902,,58541.5,99516.8,,95203.7,182266,134566,140629,,,93816.5,229252,,,,,,,,,,,,,,45880.8,,,,,,,52263.5,32039.1,51799.4,92922.2
Q9BTD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346037,,679559,,,,,,,
Q9BTE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113258,,,,,,,82876.8,,,,,,,,,,,,,,
Q9BTE6,,,,,,,103235,,,,,,,,,,,154455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BTL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326168,404059,,
Q9BTN0,137231,,,,,248332,,299391,268420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BTT0,362575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241960,,,,,,,,,755297,,,,,,779614,983742,,731896,756858
Q9BTT6,,,,,,,,,,,,2064060,,,,,,,,,,,,,,,,1838730,,,,,,,,,,,,,,,,,,,,,,
Q9BTU6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741725,,,,,778287,,,,,
Q9BTV4,,,,,,,,,3421460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3243360,,,,,,,,3188110
Q9BTW9,,,,,,,,,,,,,,,,4869520,4164990,4126010,4303590,3178080,4951230,3880530,4103250,4068590,4369400,4633950,3936710,4598220,3908840,5140540,3800660,4686820,3520850,3894690,3594150,3809540,3712540,4133740,3179810,4393000,4241670,4067320,4741920,3846610,4185150,4066960,3744370,4626680,3698780,3931840
Q9BTX7,,,1287520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196910,,,,,
Q9BTY2,,,,,,,,,,,,,,,,,,,,,,,26703,,,,,,,,,,,25986.3,,,,,,,,,,,,,,,,
Q9BTY7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25626400,24921900,,,,,,
Q9BU23,,,,,270202,,,282076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BU40,,,,,,6814570,,,,5951550,,,,,,,,,,,5643460,,,,,,,,,,,,4307630,2405660,,4987340,,,,,,,,,,,,,,
Q9BU61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49918700,48777200,,,,,,,,,,,,,,,
Q9BU76,,,,,,,,,,,,,,,,,,,,,,236111,,,,,,,225916,,,,,,,,,,,,,,,,,,,,,
Q9BUB5,,,,,597767,686230,,538927,,,,,482770,531029,,,,,,531312,275316,,,,,,,,,533622,,,,,,236321,,,104926,,548097,,,,,,347557,,,
Q9BUB7,,,,,,,3147100,,,,,,3838990,,,,,,,,,,,,,,,,,1017690,,,,,,,,,,,,,,2941950,,,,,,1207790
Q9BUD6,,,,,,,,,,231220,,,,,221336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147516,,,,,,,,,,,,144320,,,,,,,,
Q9BUH6,,,,,,,,,,,68899,,,,,,174538,,,,,150296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUJ2,,,,,,,,,,,,,2451770,,,,,,,,2181500,,,,2287660,2200440,,,,,,,,,,,2103960,,2224180,,2377000,,,,,,,,,
Q9BUL8,,,,,,,,,,,,,,,,384045,,,,,,,,,,,,382682,,,,,,,,,,,,,,,,,,,,,,
Q9BUL9,,,,,,,,,,,,,,,,,,,,,,,,,,,142565,41250.8,222734,,,,,,,,,,,,,,,,,,,,,
Q9BUN1,,,,,,,38860.9,68417.8,96618.3,81647.9,,,,,,45847.2,73264,,82931.1,52857.2,,76165.7,94243.1,70701.5,98971.7,,,,,54028.4,,,49393.4,,,46668.1,37811.7,,52455.1,138604,159847,133664,,176053,107128,,,,37407.8,33355.5
Q9BUN8,,,,,,,,,,,,,,,,,,,,,,,,,,,,236810,,,,,,,,,,,241873,,,,,,,,,,,
Q9BUP0,,,,,,,,,,,249623,,,,,,,,,,,,,,,,,,,,,,,260146,,,,,,,,,,,,,,,,
Q9BUP3,,,,,,,,,,,,,,,,,,,,,2405960,,,,,,,,,,,,,,,,,,,2667970,1344350,,,,,,,,,
Q9BUQ8,,,,,,,,,,,351282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324202,
Q9BUR4,,,,,,,,,,,,,,,,,,,,,,685785,,,278422,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUR5,387711,539617,,,,664886,,431032,652792,,388349,685260,591949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUT1,,,,,,,,,,137590,,,,,,,,,,,371418,,,,334893,,,,,,,346391,,,,,,,,,,311350,,,,,,,,
Q9BUV8,,,,,,,,1286170,,,,,1962950,,,899440,,,819398,822884,1169310,1351540,,,,619020,,,,807908,619167,453361,760030,,922396,,861620,808579,,704998,,659340,496214,,,,,,,
Q9BUW7,,,2423700,,,,,,,1875580,1218810,,,,,,,2628050,,3249150,1427110,2684350,2596280,1074280,1277300,2372610,2171770,2199860,,1957050,1733670,1789620,,1417990,,,2156430,2047760,1947310,2076050,,169624,,,275027,,,,,
Q9BUZ4,,,,,,,,,702014,,,,,,,,,,,,,,540306,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BV20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327425,,,,,,,,,382964,,,,,,,
Q9BV23,,,,,,,,,,,,,,831387,,,,,,,,,,,,,,,,,,,,,,,,,,756248,,,,,,,,,,
Q9BV35,,,,,,,,,321493,,,,,,,,,,,713103,,,,,,,,,,,,,615996,,,,,,,,,,,,262298,,,,,
Q9BV36,,16910000,,,10641800,,,11342400,9207470,23962400,17703300,,,,,,,,,,,33357100,,24386900,,,26268000,25826200,,,32772300,,,,,,,,,,,,,,23071200,8744130,,9096600,,
Q9BV38,,,,,,,,,,,,,,,,,595005,,,604870,,,,,,,,,,,,,,,,,,,,,544615,,,,,,,,,
Q9BV40,,,,,,,,,,,,,,,,,,,,,,127151,133629,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BV44,,,,,,,,,,,,,,,,,549975,,,,,,,,,,,,,,591053,,,,,,,,,,,,,,,,,,,
Q9BV57,,8566880,,,,,673298,,,,,,,,,,,,,,,,,,,,,,,675209,,,,,,12467000,,,4750690,,10542200,8795060,,,,,,,,
Q9BV73,33973500,32920400,25586500,22660600,27332100,28904700,36084300,30439500,37403400,38481100,25036200,30490200,30558700,38404200,30306400,40230700,33719800,41569500,39053700,46626300,53285200,41510800,46691700,40303800,47382600,36941000,41987200,37144700,34171700,40316700,40519600,52669100,41957100,47373600,45082900,48589000,37430300,44287900,53989700,38084600,43356600,47899000,38131100,34291200,42714100,18322000,18135600,23430600,17292100,20620600
Q9BV86,,,,,,,,,,,,,,,,2794030,,2629910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BVA0,111948,109524,,,,,137440,,114939,,,245444,,245531,190276,123638,,,,154480,,,53261.1,,,,122214,118154,137496,,,,,,,,,,,,229490,,,,,,,,,97792
Q9BVG4,,,,,,,,,,,,,,,,,,,,,,,,1846700,,,,,,,,,,,,,,,,,,,,,,1730300,,,,
Q9BVI4,,,,,,,,,,,,,,1925630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136009,,,,,
Q9BVJ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344313,258786,,428622
Q9BVJ7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299170,,,,421218,,,,,,,,
Q9BVK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105002,147596
Q9BVK8,,,1731670,,,,,,,3063000,,,4984260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BVL2,,,,,,,,,,,,,,,,,,1890990,,,1750970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BVL4,,,,,,,,,,,,,,,,,,,,1412090,,,,,1940610,1307590,,,,,,,,,,,,,,,,,,,,,,,,
Q9BVP2,,,,,,,,,,,,,,,,,2733360,,,,,,,16653600,0,,,18062600,,,20745900,,,15729800,,,,,,,,,,,,,,,,
Q9BW19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8934290,,,,,3395170
Q9BW27,,296325,,,,,1078880,,,,,,,,,,,,,,887075,,616962,780263,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BW30,,,,,,207520,,209956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BW60,245636,242368,,229346,250678,245156,,,,,,,,,481317,,,279696,267398,249952,496218,,332293,369155,,255356,287135,,288206,,,,,563333,,,,420704,,,,,601037,361889,613151,,,,,
Q9BW62,,,,,150904,,,,114282,,,,,,,,,,,,,,,,,,,,,,,,,,,103254,,,,,,,,,,,,,,
Q9BW71,,,,,,,,,157129,,99350.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BW72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649089,,,,,,,3153110,,,,,,,,,,,,
Q9BW85,,,,,,,,,,,25744400,,,,,,,,,,,,,,,28201500,,,,,,,,,,,,,,,,,,,,,,,,
Q9BW92,,128230,,,,,,,,,97671.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BWD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402856,,,,,,,458186,,,,,,,,,
Q9BWE0,,,,,,,,,,,,,,,,,,,,,,,,,,353875,,,232793,,,,,,,,,,,,,,,,,,,,,
Q9BWH6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436286,385320,,,429356,,,280786,,242090
Q9BWJ5,,,,,,,246007,288177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BWM7,,,,,,,,,,,,,,,,,,288619,,,,,,,,,,,,,,,,,,,,,,,,297039,,,,,,,,
Q9BWN1,,,,,,,,,,,,,,,,,,,,,147858,,,121833,,179334,,121620,,,,,,,,,,,,,,,,,,,,,,
Q9BWP8,,148593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147762
Q9BWQ8,,,,,,87067,,,,,,,,,,,,,,,,,,,,179188,,,,,,,,,,,,,,,,,,,,,,,,
Q9BWS9,,,,,,,,,,,,,,,,,,,,,476836,,,,,,,,,,463242,,,,,,,,,,,,,,,,,,,
Q9BWT1,,,,,245121,,,,,,,,,,207973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BWV1,,,186172,148911,,,,113688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BX40,,,,,,,,,,,,,,,,,,738490,,,,,,,,,,,,,,,,483520,,,,,,,,,,,,,,,,
Q9BX59,149679,,,167332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BX66,,,,,,,3642180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3599400,,,
Q9BX67,,,,,,,,,,,,,,,,,,,250812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287163,,
Q9BX68,,,,,,,,,,,,,,,,,,,1380870,,,,,,,,1395450,,,,,,,,,,,,,,,,,,,,,,,
Q9BX69,,,,,,,,,,,,,,,,1619190,,,,,,,,,,,,,,,,,,,,,,,,,,1740040,,1639650,,,,,,
Q9BX93,11449000,5935160,8274620,,6940060,,6743840,6144850,,,10701000,7354470,,,,,4491360,22585000,,6083720,,12219400,13517900,10805000,10916400,,,,8714430,8577320,,,,8682200,,,8968370,,9197090,7586630,9473510,,9462010,,,,6587450,,,
Q9BX97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656960,1771740
Q9BXB4,,,,,,,,,,,,,,,,,,,,,,,,85388.8,,,,,,,,,,,,,,,,,,,114436,,,,,,,
Q9BXB5,,,,,,,,,,,,,,,,,,,,,,,,1968080,,,,,,,1894640,,,,,,,,,,,,,,1654650,,,,,
Q9BXC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617547,642999,,536306,522738,,,,,
Q9BXD5,,,,,,,,,,,,,,1090650,,,,,,476649,,,1036750,,293538,,640654,,,,,,,,,,,,,,,,,,876023,,,,,
Q9BXI3,,,,,,,,711144,,,,,,,,,,1006640,1406800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BXJ0,,,,,,,,,0,43611.6,,,,41762.7,,,42147,,,,,,,,,,,,,,103998,,,,,,,,,,,,,,,,,,,
Q9BXJ3,,,,,,1180980,,,,298837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BXJ7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375324,,,,,,,,,535699,,,,,,,,,,
Q9BXJ8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25606.8,58376.2,,,,,,,,,,,,,,,,,,,,
Q9BXJ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5794620,,5374610,
Q9BXK5,,,,,,,,,,,,,42978900,,,,18346900,,,,,,,,22884600,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BXM0,,,,,,,,205315,,,,,,,,,192202,,,,,,,,,,,,,,,,,,,,,,,207602,,,,,,,,,,
Q9BXM9,1002290,,,,188542,,,,,,,1587800,,,,1846950,,,,,,,,,,,,,,,593077,,,,1972520,2271590,,2211170,2004190,,,2874940,,,,,,479448,,
Q9BXN1,,,,,,,,,,,,,2063270,,1993860,,,,,,,,,,,,,,,,,,,,,,,1993850,,,,,,,,,,,,
Q9BXP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572260,1723530,,,,,,,,,,
Q9BXP8,,,,,,,,,,,161387,,,196779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BXR6,539800,495057,567902,563086,444660,389780,467828,470149,386921,373367,556580,460295,444613,459694,453861,203173,,,311874,,274977,408431,323239,260189,215302,,243321,,259907,236995,,351728,327767,395882,271293,241988,260796,173559,277657,258093,276152,,250365,238087,359809,147624,57328.8,116159,63595.6,
Q9BXS5,,,,,,,,14105.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,59784.2,,,,,,,,,,38749.6,,,,
Q9BXS9,2398850,2486620,3266560,2892960,4494180,4982240,4772040,7963790,4449200,5341400,3919220,4728020,5699050,5180800,4867620,15721900,9967430,,17437100,15820600,21414100,13543300,22985900,14003000,23731400,17221600,9494520,9205950,8210920,7739750,22285700,18547500,19269800,36716500,16508700,10618300,40387900,24845900,34267800,18241100,9269320,8418480,10097400,9332020,12417600,1859260,1631980,1221700,2140070,1526520
Q9BXV9,199556,,,,,,250533,,,,,,,,245670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225515,,,,,,
Q9BXW7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310280,,,,,,,,,,,,,,,1281910,,,,
Q9BXX0,,,,,,,,,,,,1616999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671286,,
Q9BY11,,,,,,,,,,,,,,,,,,,,,79853.3,,,,,,,,,,,,,,,,,,,133755,,,,,,,,,,
Q9BY12,,,,,,,,,,,,,,285578,,,,,,,,,,,,,,,,,,,,,,260418,,,,,,,,,,,,,309891,
Q9BY32,,,,,1610150,,,,,,,,,1438636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BY41,,,,321778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270698,,,,,,,,,,,
Q9BY43,,,,,204575,163403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
